"PERIOD","REPORTER","PARTNER","PRODUCT","FLOW","TRANSPORT_MODE","INDICATORS","Value"
"Jul. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","342 472 928"
"Jan. 2020","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","976 871"
"Feb. 2020","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 541 565"
"Mar. 2020","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 790 291"
"Apr. 2020","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 802 071"
"May. 2020","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","454 552"
"Jun. 2020","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 047 112"
"Jul. 2020","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 233 943"
"Aug. 2020","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 865 845"
"Sep. 2020","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","241 743"
"Oct. 2020","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","456 618"
"Nov. 2020","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","497 042"
"Dec. 2020","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","4 923 593"
"Jan.-Dec. 2020","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","19 831 246"
"Jan. 2021","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","4 336 920"
"Feb. 2021","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","755 454"
"Mar. 2021","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","4 532 668"
"Apr. 2021","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 771 164"
"May. 2021","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","11 168 831"
"Jun. 2021","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","15 212 248"
"Jul. 2021","Estonia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 713 739"
