"PERIOD","REPORTER","PARTNER","PRODUCT","FLOW","TRANSPORT_MODE","INDICATORS","Value"
"Dec. 2020","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","1 652 006"
"Jan.-Dec. 2020","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","50 250 422"
"Jan. 2021","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","4 563 068"
"Feb. 2021","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","3 051 789"
"Mar. 2021","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","2 791 112"
"Apr. 2021","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","3 461 989"
"May. 2021","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","3 956 593"
"Jun. 2021","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","4 785 792"
"Jul. 2021","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","9 331 627"
"Jan. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","445 841 766"
"Feb. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","245 514 477"
"Mar. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","507 066 283"
"Apr. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","419 216 322"
"May. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","132 859 877"
"Jun. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","161 421 961"
"Jul. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","345 099 607"
"Aug. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","317 036 989"
"Sep. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","430 423 925"
"Oct. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","356 399 032"
"Nov. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","558 902 304"
"Dec. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","420 004 772"
"Jan.-Dec. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","4 339 787 315"
"Jan. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","389 017 799"
"Feb. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","247 058 759"
"Mar. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","338 832 907"
"Apr. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","426 102 044"
"May. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","385 724 940"
"Jun. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","535 200 486"
"Jul. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","390 369 284"
"Jan. 2020","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","36 111"
"Feb. 2020","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","25 302"
"Mar. 2020","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS",":"
"Apr. 2020","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","284 330"
"May. 2020","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","22 301"
"Jun. 2020","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","192 326"
"Jul. 2020","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","88 968"
"Aug. 2020","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","123 584"
"Sep. 2020","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","238 309"
"Oct. 2020","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","85 592"
"Nov. 2020","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","112 387"
"Dec. 2020","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","121 251"
"Jan.-Dec. 2020","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","1 330 461"
"Jan. 2021","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","47 606"
"Feb. 2021","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","246 508"
"Mar. 2021","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","19 583"
"Apr. 2021","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","55 614"
"May. 2021","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","164 307"
"Jun. 2021","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","136 725"
"Jul. 2021","Estonia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","195 600"
"Jan. 2020","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","4 933 493"
"Feb. 2020","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","4 526 397"
"Mar. 2020","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","4 741 904"
"Apr. 2020","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","5 982 623"
"May. 2020","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","4 755 738"
"Jun. 2020","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","6 733 053"
"Jul. 2020","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","6 803 938"
"Aug. 2020","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","5 977 165"
"Sep. 2020","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","5 113 383"
"Oct. 2020","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","6 907 571"
"Nov. 2020","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","2 579 217"
"Dec. 2020","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","1 382 416"
"Jan.-Dec. 2020","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","60 436 898"
"Jan. 2021","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","2 052 520"
"Feb. 2021","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","2 845 295"
"Mar. 2021","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","7 197 485"
"Apr. 2021","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","5 109 953"
"May. 2021","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","5 785 847"
"Jun. 2021","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","5 445 810"
"Jul. 2021","Ireland (Eire)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","6 771 161"
"Jan. 2020","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","51 021 427"
"Feb. 2020","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","47 669 043"
"Mar. 2020","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","59 644 293"
"Apr. 2020","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","68 855 386"
"May. 2020","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","36 505 828"
"Jun. 2020","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","37 483 847"
"Jul. 2020","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","48 952 990"
"Aug. 2020","Spain (incl. Canary Islands 'XB' from 1997)","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","54 823 774"
